Time,Irradiation,Temperature,Incidence_Angle,Load_Signal
2024-09-19 19:52:31,0,25,90,0
2024-09-19 19:52:33,0,25,90,0
2024-09-19 19:52:35,0,25,90,0
2024-09-19 19:52:37,0,25,90,0
2024-09-19 19:52:39,0,25,90,0
2024-09-19 19:52:41,0,25,90,0
2024-09-19 19:52:43,0,25,90,0
2024-09-19 19:52:45,0,25,90,0
2024-09-19 19:52:47,0,25,90,0
2024-09-19 19:52:49,0,25,90,0
2024-09-19 19:52:51,0,25,90,0
2024-09-19 19:52:53,0,25,90,0
2024-09-19 19:52:55,0,25,90,0
2024-09-19 19:52:57,0,25,90,0
2024-09-19 19:52:59,0,25,90,0
2024-09-19 19:53:02,0,25,90,0
2024-09-19 19:53:04,0,25,90,0
2024-09-19 19:53:06,0,25,90,0
2024-09-19 19:53:08,0,25,90,0
2024-09-19 19:53:10,0,25,90,0
2024-09-19 19:53:12,0,25,90,0
2024-09-19 19:53:14,0,25,90,0
2024-09-19 19:53:16,0,25,90,0
2024-09-19 19:53:18,0,25,90,0
2024-09-19 19:53:20,0,25,90,0
2024-09-19 19:53:22,0,25,90,0
2024-09-19 19:53:24,0,25,90,0
2024-09-19 19:53:26,0,25,90,0
2024-09-19 19:53:28,0,25,90,0
2024-09-19 19:53:30,0,25,90,0
2024-09-19 19:53:32,0,25,90,0
2024-09-19 19:53:34,0,25,90,0
2024-09-19 19:53:36,0,25,90,0
2024-09-19 19:53:38,0,25,90,0
2024-09-19 19:53:40,0,25,90,0
2024-09-19 19:53:42,0,25,90,0
2024-09-19 19:53:44,0,25,90,0
2024-09-19 19:53:47,0,25,90,0
2024-09-19 19:53:49,0,25,90,0
2024-09-19 19:53:51,0,25,90,0
2024-09-19 19:53:53,0,25,90,0
2024-09-19 19:53:55,0,25,90,0
2024-09-19 19:53:57,0,25,90,0
2024-09-19 19:53:59,0,25,90,0
2024-09-19 19:54:01,0,25,90,0
2024-09-19 19:54:03,0,25,90,0
2024-09-19 19:54:05,0,25,90,0
2024-09-19 19:54:07,0,25,90,0
2024-09-19 19:54:09,0,25,90,0
2024-09-19 19:54:11,0,25,90,0
2024-09-19 19:54:13,0,25,90,0
2024-09-19 19:54:15,0,25,90,2
2024-09-19 19:54:17,0,25,90,2
2024-09-19 19:54:19,0,25,90,2
2024-09-19 19:54:21,0,25,90,2
2024-09-19 19:54:23,0,25,90,2
2024-09-19 19:54:25,0,25,90,2
2024-09-19 19:54:27,0,25,90,2
2024-09-19 19:54:29,0,25,90,2
2024-09-19 19:54:32,0,25,90,2
2024-09-19 19:54:34,0,25,90,2
2024-09-19 19:54:36,0,25,90,2
2024-09-19 19:54:38,0,25,90,2
2024-09-19 19:54:40,0,25,90,2
2024-09-19 19:54:42,0,25,90,2
2024-09-19 19:54:44,0,25,90,2
2024-09-19 19:54:46,0,25,90,2
2024-09-19 19:54:48,0,25,90,2
2024-09-19 19:54:50,0,25,90,2
2024-09-19 19:54:52,0,25,90,2
2024-09-19 19:54:54,0,25,90,2
2024-09-19 19:54:56,0,25,90,2
2024-09-19 19:54:58,0,25,90,2
2024-09-19 19:55:00,0,25,90,2
2024-09-19 19:55:02,0,25,90,2
2024-09-19 19:55:04,0,25,90,2
2024-09-19 19:55:06,0,25,90,2
2024-09-19 19:55:08,0,25,90,2
2024-09-19 19:55:10,0,25,90,2
2024-09-19 19:55:12,0,25,90,2
2024-09-19 19:55:14,0,25,90,2
2024-09-19 19:55:17,0,25,90,2
2024-09-19 19:55:19,0,25,90,2
2024-09-19 19:55:21,0,25,90,2
2024-09-19 19:55:23,0,25,90,2
2024-09-19 19:55:25,0,25,90,2
2024-09-19 19:55:27,0,25,90,2
2024-09-19 19:55:29,0,25,90,2
2024-09-19 19:55:31,0,25,90,2
2024-09-19 19:55:33,0,25,90,2
2024-09-19 19:55:35,0,25,90,2
2024-09-19 19:55:37,0,25,90,2
2024-09-19 19:55:39,0,25,90,2
2024-09-19 19:55:41,0,25,90,2
2024-09-19 19:55:43,0,25,90,2
2024-09-19 19:55:45,0,25,90,2
2024-09-19 19:55:47,0,25,90,2
2024-09-19 19:55:49,0,25,90,2
2024-09-19 19:55:51,0,25,90,2
2024-09-19 19:55:53,0,25,90,2
2024-09-19 19:55:55,0,25,90,2
2024-09-19 19:55:57,0,25,90,2
2024-09-19 19:55:59,0,25,90,2
2024-09-19 19:56:02,0,25,90,2
2024-09-19 19:56:04,0,25,90,2
2024-09-19 19:56:06,0,25,90,2
2024-09-19 19:56:08,0,25,90,2
2024-09-19 19:56:10,0,25,90,2
2024-09-19 19:56:12,0,25,90,2
2024-09-19 19:56:14,0,25,90,2
2024-09-19 19:56:16,0,25,90,2
2024-09-19 19:56:18,0,25,90,2
2024-09-19 19:56:20,0,25,90,2
2024-09-19 19:56:22,0,25,90,2
2024-09-19 19:56:24,0,25,90,2
2024-09-19 19:56:26,0,25,90,2
2024-09-19 19:56:28,0,25,90,2
2024-09-19 19:56:30,0,25,90,2
2024-09-19 19:56:32,0,25,90,2
2024-09-19 19:56:34,0,25,90,2
2024-09-19 19:56:36,0,25,90,2
2024-09-19 19:56:38,0,25,90,2
2024-09-19 19:56:40,0,25,90,2
2024-09-19 19:56:42,0,25,90,2
2024-09-19 19:56:45,0,25,90,2
